id_transacao,data_transacao,cpf_aluno,plano_adquirido,cep_cobranca,valor_brl,mes_referencia,tickets_suporte,nps_score,horas_assistidas,venda_em_feriado,cidade,uf,bairro
TX-50661,2024-10-14,***.884.366-**,B�sico,69010000.0,"49,90",2024-10,,,,False,Manaus,AM,Centro
TX-50662,2024-04-15,***.630.112-**,B�sico,70040010.0,"49,90",2024-04,0.0,10.0,65.6,False,Brasília,DF,Asa Norte
TX-50663,2024-12-05,***.021.191-**,Anual,90010150.0,"899,00",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-50664,2024-05-08,***.138.633-**,B�sico,20031050.0,"49,90",2024-05,2.0,8.0,28.3,False,Rio de Janeiro,RJ,Centro
TX-50665,2024-11-14,***.749.894-**,B�sico,1001000.0,"49,90",2024-11,,,,False,,,
TX-50666,2024-04-15,***.163.070-**,,60060440.0,"49,90",2024-04,,,,False,Fortaleza,CE,Praia de Iracema
TX-50667,2024-04-01,***.689.268-**,B�sico,69010000.0,"49,90",2024-04,,,,False,Manaus,AM,Centro
TX-50668,2024-12-07,***.191.862-**,B�sico,69010000.0,"49,90",2024-12,,,,False,Manaus,AM,Centro
TX-50669,2024-07-31,***.629.127-**,B�sico,,"49,90",2024-07,,,,False,,,
TX-50670,2024-12-14,***.324.006-**,Premium,80010010.0,"99,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50671,2024-09-07,***.649.157-**,B�sico,50010000.0,"49,90",2024-09,4.0,,27.5,True,Recife,PE,Santo Antônio
TX-50672,2024-07-28,***.038.457-**,Anual,30140071.0,"899,00",2024-07,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50673,2024-09-20,***.679.970-**,B�sico,60060440.0,"49,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-50674,2024-10-31,***.415.747-**,Premium,1001000.0,"99,90",2024-10,0.0,3.0,11.4,False,,,
TX-50675,2024-12-11,***.855.451-**,B�sico,70040010.0,"49,90",2024-12,,,,False,Brasília,DF,Asa Norte
TX-50676,2024-12-07,***.280.550-**,Premium,90010150.0,"99,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-50677,2024-07-01,***.138.633-**,Premium,1001000.0,"99,90",2024-07,2.0,,4.0,False,,,
TX-50678,2024-11-24,***.427.372-**,B�sico,1001000.0,"49,90",2024-11,1.0,8.0,102.0,False,,,
TX-50679,2024-10-21,***.422.711-**,Premium,90010150.0,"99,90",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-50680,2024-01-11,***.483.958-**,B�sico,1001000.0,"49,90",2024-01,3.0,3.0,98.1,False,,,
TX-50681,2024-12-26,***.652.057-**,B�sico,1001000.0,"49,90",2024-12,,,,False,,,
TX-50682,2024-02-22,***.317.342-**,B�sico,69010000.0,"49,90",2024-02,2.0,10.0,146.5,False,Manaus,AM,Centro
TX-50683,2024-11-04,***.330.165-**,B�sico,80010010.0,"49,90",2024-11,4.0,5.0,88.1,False,Curitiba,PR,Centro
TX-50684,2024-04-08,***.703.686-**,Premium,69010000.0,"99,90",2024-04,1.0,4.0,53.1,False,Manaus,AM,Centro
TX-50685,2024-05-02,***.581.477-**,B�sico,20031050.0,"49,90",2024-05,5.0,10.0,91.6,False,Rio de Janeiro,RJ,Centro
TX-50686,2024-11-11,***.559.835-**,Premium,50010000.0,"99,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50687,2024-06-21,***.912.127-**,B�sico,60060440.0,"49,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-50688,2024-03-14,***.272.766-**,Premium,20031050.0,"99,90",2024-03,5.0,8.0,82.9,False,Rio de Janeiro,RJ,Centro
TX-50689,2024-04-16,***.563.217-**,B�sico,70040010.0,"49,90",2024-04,,,,False,Brasília,DF,Asa Norte
TX-50690,2024-11-29,***.467.177-**,B�sico,30140071.0,"49,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50691,2024-03-30,***.153.506-**,Premium,69010000.0,"99,90",2024-03,1.0,5.0,123.3,False,Manaus,AM,Centro
TX-50692,2024-05-17,***.782.329-**,B�sico,50010000.0,"49,90",2024-05,,,,False,Recife,PE,Santo Antônio
TX-50693,2024-08-21,***.154.660-**,Premium,4538133.0,"99,90",2024-08,2.0,3.0,9.9,False,,,
TX-50694,2024-09-20,***.715.531-**,Premium,50010000.0,"99,90",2024-09,,,,False,Recife,PE,Santo Antônio
TX-50695,2024-04-30,***.893.063-**,Anual,1001000.0,"899,00",2024-04,,,,False,,,
TX-50696,2024-01-16,***.187.993-**,Anual,20031050.0,"899,00",2024-01,3.0,6.0,55.9,False,Rio de Janeiro,RJ,Centro
TX-50697,2024-06-17,***.179.817-**,B�sico,4538133.0,"49,90",2024-06,,,,False,,,
TX-50698,2024-07-02,***.412.478-**,B�sico,60060440.0,"49,90",2024-07,0.0,3.0,,False,Fortaleza,CE,Praia de Iracema
TX-50699,2024-12-20,***.625.349-**,Anual,50010000.0,"899,00",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50700,2024-12-23,***.605.117-**,Premium,30140071.0,"99,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50701,2024-06-11,***.605.117-**,Anual,90010150.0,"899,00",2024-06,1.0,1.0,146.0,False,Porto Alegre,RS,Centro Histórico
TX-50702,2024-06-07,***.823.733-**,Premium,60060440.0,"99,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-50703,2024-11-11,***.620.952-**,Premium,,"99,90",2024-11,2.0,6.0,27.7,False,,,
TX-50704,2024-02-03,***.993.056-**,B�sico,70040010.0,"49,90",2024-02,4.0,6.0,2.7,False,Brasília,DF,Asa Norte
TX-50705,2024-03-27,***.670.692-**,Anual,69010000.0,"899,00",2024-03,0.0,6.0,22.1,False,Manaus,AM,Centro
TX-50706,2024-01-01,***.230.388-**,Premium,69010000.0,"99,90",2024-01,3.0,8.0,8.2,True,Manaus,AM,Centro
TX-50707,2024-12-23,***.477.358-**,Anual,1001000.0,"899,00",2024-12,,,,False,,,
TX-50708,2024-04-30,***.546.951-**,B�sico,30140071.0,"49,90",2024-04,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50709,2024-08-06,***.963.530-**,B�sico,90010150.0,"49,90",2024-08,1.0,,44.9,False,Porto Alegre,RS,Centro Histórico
TX-50710,2024-01-26,***.542.188-**,Premium,70040010.0,"99,90",2024-01,0.0,,31.2,False,Brasília,DF,Asa Norte
TX-50711,2024-01-17,***.036.162-**,B�sico,1001000.0,"49,90",2024-01,1.0,2.0,85.8,False,,,
TX-50712,2024-06-02,***.952.436-**,Premium,80010010.0,"99,90",2024-06,0.0,1.0,112.4,False,Curitiba,PR,Centro
TX-50713,2024-02-29,***.551.887-**,B�sico,4538133.0,"49,90",2024-02,,,,False,,,
TX-50714,2024-03-04,***.305.498-**,B�sico,50010000.0,"49,90",2024-03,2.0,5.0,41.7,False,Recife,PE,Santo Antônio
TX-50715,2024-12-23,***.388.214-**,Anual,1001000.0,"899,00",2024-12,,,,False,,,
TX-50716,2024-02-13,***.625.728-**,Premium,70040010.0,"99,90",2024-02,2.0,,,True,Brasília,DF,Asa Norte
TX-50717,2024-08-19,***.848.728-**,B�sico,30140071.0,"49,90",2024-08,0.0,10.0,63.9,False,Belo Horizonte,MG,Boa Viagem
TX-50718,2024-12-19,***.161.259-**,Premium,80010010.0,"99,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50719,2024-11-18,***.599.920-**,Premium,1001000.0,"99,90",2024-11,,,,False,,,
TX-50720,2024-06-07,***.519.170-**,B�sico,4538133.0,"49,90",2024-06,,,,False,,,
TX-50721,2024-08-23,***.161.799-**,,20031050.0,"99,90",2024-08,1.0,1.0,108.6,False,Rio de Janeiro,RJ,Centro
TX-50722,2024-09-28,***.110.797-**,B�sico,20031050.0,"49,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-50723,2024-07-28,***.918.081-**,B�sico,1001000.0,"49,90",2024-07,1.0,2.0,41.1,False,,,
TX-50724,2024-09-07,***.374.441-**,B�sico,4538133.0,"49,90",2024-09,,,,True,,,
TX-50725,2024-02-17,***.471.960-**,Premium,4538133.0,"99,90",2024-02,,,,False,,,
TX-50726,2024-05-08,***.929.501-**,B�sico,1001000.0,"49,90",2024-05,5.0,2.0,135.4,False,,,
TX-50727,2024-05-15,***.370.661-**,B�sico,69010000.0,"49,90",2024-05,,,,False,Manaus,AM,Centro
TX-50728,2024-12-22,***.482.322-**,B�sico,70040010.0,"49,90",2024-12,0.0,5.0,85.4,False,Brasília,DF,Asa Norte
TX-50729,2024-08-10,***.760.523-**,B�sico,70040010.0,"49,90",2024-08,4.0,6.0,29.9,False,Brasília,DF,Asa Norte
TX-50730,2024-05-08,***.999.393-**,B�sico,80010010.0,"49,90",2024-05,,,,False,Curitiba,PR,Centro
TX-50731,2024-09-14,***.481.105-**,Premium,4538133.0,"99,90",2024-09,2.0,4.0,48.2,False,,,
TX-50732,2024-01-08,***.110.065-**,Premium,70040010.0,"99,90",2024-01,4.0,1.0,64.4,False,Brasília,DF,Asa Norte
TX-50733,2024-02-01,***.728.941-**,B�sico,60060440.0,"49,90",2024-02,,,,False,Fortaleza,CE,Praia de Iracema
TX-50734,2024-12-16,***.468.275-**,Premium,90010150.0,"99,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-50735,2024-03-04,***.053.152-**,B�sico,70040010.0,"49,90",2024-03,,,,False,Brasília,DF,Asa Norte
TX-50736,2024-09-18,***.719.666-**,Anual,1001000.0,"899,00",2024-09,,,,False,,,
TX-50737,2024-12-24,***.291.813-**,Premium,80010010.0,"99,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50738,2024-08-18,***.539.707-**,B�sico,30140071.0,"49,90",2024-08,0.0,9.0,39.0,False,Belo Horizonte,MG,Boa Viagem
TX-50739,2024-11-01,***.976.915-**,Premium,60060440.0,"99,90",2024-11,2.0,,79.1,False,Fortaleza,CE,Praia de Iracema
TX-50740,2024-03-17,***.949.796-**,Anual,30140071.0,"899,00",2024-03,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50741,2024-04-26,***.374.755-**,Anual,1001000.0,"899,00",2024-04,4.0,6.0,98.7,False,,,
TX-50742,2024-12-17,***.964.546-**,Premium,20031050.0,"99,90",2024-12,,,,False,Rio de Janeiro,RJ,Centro
TX-50743,2024-06-08,***.044.881-**,Anual,70040010.0,"899,00",2024-06,,,,False,Brasília,DF,Asa Norte
TX-50744,2024-08-22,***.087.766-**,B�sico,50010000.0,"49,90",2024-08,,,,False,Recife,PE,Santo Antônio
TX-50745,2024-06-10,***.015.709-**,B�sico,1001000.0,"49,90",2024-06,4.0,,38.0,False,,,
TX-50746,2024-09-10,***.348.087-**,B�sico,1001000.0,"49,90",2024-09,,,,False,,,
TX-50747,2024-04-26,***.487.680-**,B�sico,50010000.0,"49,90",2024-04,0.0,10.0,87.1,False,Recife,PE,Santo Antônio
TX-50748,2024-10-27,***.425.496-**,B�sico,80010010.0,"49,90",2024-10,,,,False,Curitiba,PR,Centro
TX-50749,2024-11-09,***.924.075-**,B�sico,70040010.0,"49,90",2024-11,4.0,8.0,47.3,False,Brasília,DF,Asa Norte
TX-50750,2024-03-25,***.468.071-**,B�sico,80010010.0,"49,90",2024-03,,,,False,Curitiba,PR,Centro
TX-50751,2024-11-15,***.093.248-**,Premium,30140071.0,"99,90",2024-11,3.0,5.0,112.5,True,Belo Horizonte,MG,Boa Viagem
TX-50752,2024-05-11,***.423.767-**,B�sico,90010150.0,"49,90",2024-05,1.0,9.0,120.1,False,Porto Alegre,RS,Centro Histórico
TX-50753,2024-04-20,***.185.962-**,Premium,80010010.0,"99,90",2024-04,,,,False,Curitiba,PR,Centro
TX-50754,2024-11-17,***.635.315-**,B�sico,70040010.0,"49,90",2024-11,1.0,,84.3,False,Brasília,DF,Asa Norte
TX-50755,2024-06-14,***.966.229-**,Premium,1001000.0,"99,90",2024-06,5.0,1.0,144.9,False,,,
TX-50756,2024-04-10,***.457.683-**,B�sico,4538133.0,"49,90",2024-04,5.0,,103.2,False,,,
TX-50757,2024-01-20,***.199.038-**,Premium,50010000.0,"99,90",2024-01,4.0,6.0,129.9,False,Recife,PE,Santo Antônio
TX-50758,2024-09-27,***.342.408-**,Anual,70040010.0,"899,00",2024-09,,,,False,Brasília,DF,Asa Norte
TX-50759,2024-10-30,***.259.999-**,Anual,20031050.0,"899,00",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-50760,2024-05-12,***.203.207-**,Premium,80010010.0,"99,90",2024-05,,,,False,Curitiba,PR,Centro
TX-50761,2024-06-11,***.993.231-**,Premium,50010000.0,"99,90",2024-06,,,,False,Recife,PE,Santo Antônio
TX-50762,2024-10-04,***.016.629-**,Premium,80010010.0,"99,90",2024-10,,,,False,Curitiba,PR,Centro
TX-50763,2024-12-01,***.918.435-**,B�sico,50010000.0,"49,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50764,2024-05-12,***.533.942-**,B�sico,80010010.0,"49,90",2024-05,,,,False,Curitiba,PR,Centro
TX-50765,2024-08-15,***.266.093-**,Premium,20031050.0,"99,90",2024-08,3.0,,107.1,False,Rio de Janeiro,RJ,Centro
TX-50766,2024-09-06,***.244.260-**,B�sico,1001000.0,"49,90",2024-09,,,,False,,,
TX-50767,2024-05-17,***.887.287-**,Anual,80010010.0,"899,00",2024-05,1.0,7.0,63.5,False,Curitiba,PR,Centro
TX-50768,2024-07-25,***.394.564-**,B�sico,80010010.0,"49,90",2024-07,,,,False,Curitiba,PR,Centro
TX-50769,2024-04-12,***.319.165-**,Premium,70040010.0,"99,90",2024-04,,,,False,Brasília,DF,Asa Norte
TX-50770,2024-08-21,***.026.184-**,Premium,60060440.0,"99,90",2024-08,2.0,4.0,0.8,False,Fortaleza,CE,Praia de Iracema
TX-50771,2024-05-24,***.346.018-**,B�sico,60060440.0,"49,90",2024-05,5.0,1.0,103.5,False,Fortaleza,CE,Praia de Iracema
TX-50772,2024-06-20,***.945.590-**,Premium,20031050.0,"99,90",2024-06,5.0,9.0,110.9,False,Rio de Janeiro,RJ,Centro
TX-50773,2024-05-19,***.094.412-**,B�sico,70040010.0,"49,90",2024-05,0.0,2.0,99.5,False,Brasília,DF,Asa Norte
TX-50774,2024-11-15,***.967.024-**,B�sico,50010000.0,"49,90",2024-11,,,,True,Recife,PE,Santo Antônio
TX-50775,2024-06-14,***.380.339-**,,60060440.0,"899,00",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-50776,2024-05-05,***.808.038-**,Premium,70040010.0,"99,90",2024-05,1.0,4.0,,False,Brasília,DF,Asa Norte
TX-50777,2024-01-18,***.854.927-**,Premium,20031050.0,"99,90",2024-01,1.0,10.0,140.1,False,Rio de Janeiro,RJ,Centro
TX-50778,2024-12-20,***.328.233-**,Premium,,"99,90",2024-12,2.0,,99.3,False,,,
TX-50779,2024-08-15,***.708.620-**,B�sico,4538133.0,"49,90",2024-08,,,,False,,,
TX-50780,2024-08-07,***.895.782-**,Premium,90010150.0,"99,90",2024-08,,,,False,Porto Alegre,RS,Centro Histórico
TX-50781,2024-02-02,***.688.725-**,B�sico,1001000.0,"49,90",2024-02,4.0,5.0,6.4,False,,,
TX-50782,2024-07-09,***.928.787-**,B�sico,20031050.0,"49,90",2024-07,2.0,1.0,36.6,False,Rio de Janeiro,RJ,Centro
TX-50783,2024-08-28,***.838.821-**,Premium,30140071.0,"99,90",2024-08,1.0,1.0,143.3,False,Belo Horizonte,MG,Boa Viagem
TX-50784,2024-01-28,***.836.196-**,Premium,70040010.0,"99,90",2024-01,5.0,,,False,Brasília,DF,Asa Norte
TX-50785,2024-10-31,***.973.748-**,B�sico,69010000.0,"49,90",2024-10,5.0,,68.4,False,Manaus,AM,Centro
TX-50786,2024-03-12,***.061.853-**,Premium,90010150.0,"99,90",2024-03,5.0,3.0,,False,Porto Alegre,RS,Centro Histórico
TX-50787,2024-04-03,***.856.420-**,B�sico,60060440.0,"49,90",2024-04,5.0,8.0,28.0,False,Fortaleza,CE,Praia de Iracema
TX-50788,2024-01-04,***.587.413-**,B�sico,80010010.0,"49,90",2024-01,4.0,7.0,52.8,False,Curitiba,PR,Centro
TX-50789,2024-12-28,***.734.670-**,Anual,50010000.0,"899,00",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50790,2024-03-18,***.278.816-**,Premium,4538133.0,"99,90",2024-03,5.0,1.0,,False,,,
TX-50791,2024-07-14,***.421.020-**,Anual,90010150.0,"899,00",2024-07,2.0,1.0,118.4,False,Porto Alegre,RS,Centro Histórico
TX-50792,2024-09-10,***.091.093-**,Premium,1001000.0,"99,90",2024-09,,,,False,,,
TX-50793,2024-11-29,***.114.281-**,Anual,4538133.0,"899,00",2024-11,,,,False,,,
TX-50794,2024-10-31,***.973.748-**,B�sico,69010000.0,"49,90",2024-10,5.0,,68.4,False,Manaus,AM,Centro
TX-50795,2024-09-08,***.418.186-**,B�sico,80010010.0,"49,90",2024-09,,,,False,Curitiba,PR,Centro
TX-50796,2024-04-02,***.139.718-**,Premium,70040010.0,"99,90",2024-04,,,,False,Brasília,DF,Asa Norte
TX-50797,2024-11-28,***.742.551-**,Premium,50010000.0,"99,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50798,2024-11-30,***.969.155-**,Anual,60060440.0,"899,00",2024-11,,,,False,Fortaleza,CE,Praia de Iracema
TX-50799,2024-10-19,***.068.201-**,Anual,80010010.0,"899,00",2024-10,,,,False,Curitiba,PR,Centro
TX-50800,2024-01-21,***.045.735-**,Premium,1001000.0,"99,90",2024-01,1.0,4.0,,False,,,
TX-50801,2024-06-03,***.805.017-**,B�sico,50010000.0,"49,90",2024-06,1.0,,131.0,False,Recife,PE,Santo Antônio
TX-50802,2024-09-29,***.842.410-**,B�sico,,"49,90",2024-09,,,,False,,,
TX-50803,2024-12-14,***.076.862-**,B�sico,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50804,2024-02-14,***.838.935-**,B�sico,80010010.0,"49,90",2024-02,,,,False,Curitiba,PR,Centro
TX-50805,2024-09-13,***.392.529-**,B�sico,30140071.0,"49,90",2024-09,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50806,2024-02-09,***.139.718-**,B�sico,,"49,90",2024-02,,,,False,,,
TX-50807,2024-06-16,***.120.216-**,B�sico,1001000.0,"49,90",2024-06,2.0,7.0,13.1,False,,,
TX-50808,2024-03-14,***.018.644-**,Premium,90010150.0,"99,90",2024-03,0.0,2.0,,False,Porto Alegre,RS,Centro Histórico
TX-50809,2024-06-24,***.151.864-**,Premium,4538133.0,"99,90",2024-06,2.0,8.0,64.3,False,,,
TX-50810,2024-08-03,***.568.142-**,B�sico,4538133.0,"49,90",2024-08,,,,False,,,
TX-50811,2024-09-25,***.089.747-**,Premium,1001000.0,"99,90",2024-09,1.0,1.0,41.9,False,,,
TX-50812,2024-11-15,***.572.857-**,Anual,70040010.0,"899,00",2024-11,,,,True,Brasília,DF,Asa Norte
TX-50813,2024-09-12,***.818.738-**,B�sico,80010010.0,"49,90",2024-09,,,,False,Curitiba,PR,Centro
TX-50814,2024-08-11,***.843.021-**,Premium,30140071.0,"99,90",2024-08,0.0,5.0,41.1,False,Belo Horizonte,MG,Boa Viagem
TX-50815,2024-07-24,***.777.392-**,B�sico,90010150.0,"49,90",2024-07,0.0,10.0,66.1,False,Porto Alegre,RS,Centro Histórico
TX-50816,2024-06-25,***.812.778-**,Premium,70040010.0,"99,90",2024-06,,,,False,Brasília,DF,Asa Norte
TX-50817,2024-11-11,***.642.229-**,Premium,30140071.0,"99,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50818,2024-06-20,***.892.414-**,Anual,90010150.0,"899,00",2024-06,,,,False,Porto Alegre,RS,Centro Histórico
TX-50819,2024-08-08,***.449.892-**,Anual,70040010.0,"899,00",2024-08,,,,False,Brasília,DF,Asa Norte
TX-50820,2024-05-31,***.514.936-**,B�sico,30140071.0,"49,90",2024-05,2.0,5.0,,False,Belo Horizonte,MG,Boa Viagem
TX-50821,2024-02-29,***.785.196-**,B�sico,80010010.0,"49,90",2024-02,4.0,1.0,30.4,False,Curitiba,PR,Centro
TX-50822,2024-03-13,***.222.206-**,Premium,90010150.0,"99,90",2024-03,1.0,6.0,,False,Porto Alegre,RS,Centro Histórico
TX-50823,2024-07-28,***.038.457-**,Anual,,"899,00",2024-07,,,,False,,,
TX-50824,2024-08-29,***.244.472-**,Premium,1001000.0,"99,90",2024-08,2.0,,135.8,False,,,
TX-50825,2024-12-12,***.811.210-**,Premium,1001000.0,"99,90",2024-12,,,,False,,,
TX-50826,2024-10-25,***.525.105-**,Premium,4538133.0,"99,90",2024-10,,,,False,,,
TX-50827,2024-03-03,***.585.574-**,B�sico,69010000.0,"49,90",2024-03,,,,False,Manaus,AM,Centro
TX-50828,2024-06-12,***.660.464-**,Anual,90010150.0,"899,00",2024-06,,,,False,Porto Alegre,RS,Centro Histórico
TX-50829,2024-01-13,***.848.408-**,Anual,70040010.0,"899,00",2024-01,0.0,8.0,49.2,False,Brasília,DF,Asa Norte
TX-50830,2024-10-25,***.025.662-**,B�sico,90010150.0,"49,90",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-50831,2024-05-04,***.283.230-**,Anual,1001000.0,"899,00",2024-05,,,,False,,,
TX-50832,2024-09-06,***.585.238-**,B�sico,20031050.0,"49,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-50833,2024-10-05,***.530.428-**,B�sico,69010000.0,"49,90",2024-10,4.0,1.0,2.3,False,Manaus,AM,Centro
TX-50834,2024-09-10,***.801.770-**,B�sico,4538133.0,"49,90",2024-09,4.0,2.0,111.1,False,,,
TX-50835,2024-11-03,***.103.579-**,Premium,50010000.0,"99,90",2024-11,1.0,8.0,14.9,False,Recife,PE,Santo Antônio
TX-50836,2024-12-27,***.868.623-**,Premium,69010000.0,"99,90",2024-12,,,,False,Manaus,AM,Centro
TX-50837,2024-12-06,***.825.311-**,Anual,4538133.0,"899,00",2024-12,,,,False,,,
TX-50838,2024-05-20,***.555.989-**,B�sico,70040010.0,"49,90",2024-05,3.0,,95.5,False,Brasília,DF,Asa Norte
TX-50839,2024-10-09,***.681.511-**,Premium,60060440.0,"99,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-50840,2024-03-01,***.084.376-**,B�sico,80010010.0,"49,90",2024-03,2.0,6.0,113.5,False,Curitiba,PR,Centro
TX-50841,2024-09-20,***.561.642-**,Premium,80010010.0,"99,90",2024-09,,,,False,Curitiba,PR,Centro
TX-50842,2024-12-16,***.101.438-**,Premium,4538133.0,"99,90",2024-12,,,,False,,,
TX-50843,2024-06-08,***.436.728-**,Premium,60060440.0,"99,90",2024-06,0.0,4.0,110.3,False,Fortaleza,CE,Praia de Iracema
TX-50844,2024-02-10,***.759.545-**,Premium,90010150.0,"99,90",2024-02,,,,False,Porto Alegre,RS,Centro Histórico
TX-50845,2024-12-29,***.730.486-**,Premium,1001000.0,"99,90",2024-12,,,,False,,,
TX-50846,2024-06-03,***.308.705-**,Anual,80010010.0,"899,00",2024-06,,,,False,Curitiba,PR,Centro
TX-50847,2024-03-03,***.535.218-**,B�sico,4538133.0,"49,90",2024-03,,,,False,,,
TX-50848,2024-11-27,***.793.741-**,,70040010.0,"49,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-50849,2024-07-23,***.973.748-**,B�sico,,"49,90",2024-07,0.0,,54.5,False,,,
TX-50850,2024-09-02,***.033.349-**,Premium,1001000.0,"99,90",2024-09,2.0,,46.1,False,,,
TX-50851,2024-06-16,***.580.623-**,B�sico,90010150.0,"49,90",2024-06,1.0,6.0,,False,Porto Alegre,RS,Centro Histórico
TX-50852,2024-02-23,***.150.762-**,B�sico,50010000.0,"49,90",2024-02,4.0,2.0,44.8,False,Recife,PE,Santo Antônio
TX-50853,2024-10-24,***.622.132-**,Anual,69010000.0,"899,00",2024-10,,,,False,Manaus,AM,Centro
TX-50854,2024-02-06,***.793.741-**,B�sico,90010150.0,"49,90",2024-02,2.0,4.0,8.1,False,Porto Alegre,RS,Centro Histórico
TX-50855,2024-08-26,***.249.898-**,Anual,70040010.0,"899,00",2024-08,,,,False,Brasília,DF,Asa Norte
TX-50856,2024-02-19,***.921.496-**,B�sico,80010010.0,"49,90",2024-02,5.0,7.0,68.3,False,Curitiba,PR,Centro
TX-50857,2024-12-31,***.983.358-**,B�sico,50010000.0,"49,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50858,2024-11-16,***.178.822-**,Anual,70040010.0,"899,00",2024-11,,,,False,Brasília,DF,Asa Norte
TX-50859,2024-09-28,***.156.676-**,B�sico,69010000.0,"49,90",2024-09,,,,False,Manaus,AM,Centro
TX-50860,2024-01-07,***.141.173-**,B�sico,60060440.0,"49,90",2024-01,1.0,3.0,48.6,False,Fortaleza,CE,Praia de Iracema
TX-50861,2024-01-27,***.907.844-**,B�sico,20031050.0,"49,90",2024-01,4.0,8.0,52.1,False,Rio de Janeiro,RJ,Centro
TX-50862,2024-11-10,***.196.234-**,B�sico,4538133.0,"49,90",2024-11,,,,False,,,
TX-50863,2024-10-15,***.410.079-**,B�sico,50010000.0,"49,90",2024-10,,,,False,Recife,PE,Santo Antônio
TX-50864,2024-11-01,***.213.109-**,B�sico,70040010.0,"49,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-50865,2024-02-13,***.222.471-**,Premium,80010010.0,"99,90",2024-02,,,,True,Curitiba,PR,Centro
TX-50866,2024-06-01,***.233.438-**,B�sico,50010000.0,"49,90",2024-06,,,,False,Recife,PE,Santo Antônio
TX-50867,2024-09-26,***.356.407-**,Anual,69010000.0,"899,00",2024-09,,,,False,Manaus,AM,Centro
TX-50868,2024-11-17,***.852.491-**,Anual,30140071.0,"899,00",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50869,2024-02-16,***.286.693-**,B�sico,69010000.0,"49,90",2024-02,,,,False,Manaus,AM,Centro
TX-50870,2024-01-17,***.525.534-**,Anual,20031050.0,"899,00",2024-01,2.0,1.0,,False,Rio de Janeiro,RJ,Centro
TX-50871,2024-08-18,***.073.741-**,B�sico,60060440.0,"49,90",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-50872,2024-04-19,***.108.099-**,Anual,20031050.0,"899,00",2024-04,0.0,2.0,80.1,False,Rio de Janeiro,RJ,Centro
TX-50873,2024-03-03,***.992.066-**,Premium,90010150.0,"99,90",2024-03,2.0,10.0,134.5,False,Porto Alegre,RS,Centro Histórico
TX-50874,2024-06-07,***.016.809-**,B�sico,4538133.0,"49,90",2024-06,,,,False,,,
TX-50875,2024-05-06,***.752.250-**,Premium,1001000.0,"99,90",2024-05,,,,False,,,
TX-50876,2024-01-31,***.300.037-**,B�sico,1001000.0,"49,90",2024-01,2.0,5.0,149.6,False,,,
TX-50877,2024-09-22,***.201.489-**,Premium,30140071.0,"99,90",2024-09,1.0,9.0,89.7,False,Belo Horizonte,MG,Boa Viagem
TX-50878,2024-02-02,***.805.017-**,Premium,4538133.0,"99,90",2024-02,0.0,7.0,130.9,False,,,
TX-50879,2024-06-18,***.948.014-**,Premium,69010000.0,"99,90",2024-06,,,,False,Manaus,AM,Centro
TX-50880,2024-11-16,***.337.861-**,B�sico,90010150.0,"49,90",2024-11,5.0,4.0,110.4,False,Porto Alegre,RS,Centro Histórico
TX-50881,2024-02-04,***.217.982-**,Premium,60060440.0,"99,90",2024-02,2.0,6.0,62.1,False,Fortaleza,CE,Praia de Iracema
TX-50882,2024-10-21,***.864.970-**,B�sico,50010000.0,"49,90",2024-10,,,,False,Recife,PE,Santo Antônio
